n,k_cap_mean,k_cap_sd,radius,simulation_rounds,population_density,replicate,network_density,network_is_connected,network_num_components,network_largest_component_size,network_avg_shortest_path,network_diameter,network_clustering_coef,network_modularity,network_assortativity
1000,50,25.0,0.1,100000,3.1622776601683795e-05,47,0.04117317317317317,True,1,1000,2.317169169169169,4,0.17023377891895378,0.3905221415124778,0.048042372727654194
1000,50,25.0,0.1,100000,3.1622776601683795e-05,48,0.04085285285285285,True,1,1000,2.3255575575575578,4,0.17176707030312796,0.3353918781096961,0.0650610103747068
1000,50,25.0,0.1,100000,3.1622776601683795e-05,49,0.04268868868868869,True,1,1000,2.2993773773773776,4,0.17397011290415448,0.38213285191081825,0.05952818772970299
1000,50,25.0,0.1,100000,0.0001,0,0.041537537537537535,True,1,1000,2.3092352352352354,4,0.1683360453065297,0.3805352252031957,0.06116342093556415
1000,50,25.0,0.1,100000,0.0001,1,0.04141941941941942,True,1,1000,2.3088168168168166,4,0.16602823753508236,0.3779009156595967,0.04620472732165757
1000,50,25.0,0.1,100000,0.0001,2,0.04267667667667668,True,1,1000,2.3024624624624623,4,0.174391538146607,0.4047040729372518,0.058175588640378126
1000,50,25.0,0.1,100000,0.0001,3,0.04342142142142142,True,1,1000,2.2877837837837838,4,0.1703557604887735,0.36466162976064587,0.06537422958188242
1000,50,25.0,0.1,100000,0.0001,4,0.04293693693693694,True,1,1000,2.2996916916916916,4,0.17435475391269853,0.3866618588277056,0.0620367294502254
1000,50,25.0,0.1,100000,0.0001,5,0.042466466466466464,True,1,1000,2.304242242242242,4,0.17280732256806247,0.39995214768189347,0.06374868067629554
1000,50,25.0,0.1,100000,0.0001,6,0.04158158158158158,True,1,1000,2.31437037037037,4,0.175770790552756,0.3770611094897482,0.04570930435373446
1000,50,25.0,0.1,100000,0.0001,7,0.0421021021021021,True,1,1000,2.3015935935935934,4,0.1706434688532779,0.3557589377672772,0.049529819676273026
1000,50,25.0,0.1,100000,0.0001,8,0.04125925925925926,True,1,1000,2.3274674674674674,4,0.17257236508500723,0.4027829836559494,0.0585486980274146
1000,50,25.0,0.1,100000,0.0001,9,0.04227827827827828,True,1,1000,2.2962982982982982,4,0.1719671649274344,0.3634662020392209,0.0525016192363518
1000,50,25.0,0.1,100000,0.0001,10,0.04184384384384384,True,1,1000,2.3175915915915914,4,0.1725983252330139,0.39641103825963164,0.05415755378027127
1000,50,25.0,0.1,100000,0.0001,11,0.04247847847847848,True,1,1000,2.2968908908908907,4,0.1710197086425594,0.3567763243452532,0.055749435246168676
1000,50,25.0,0.1,100000,0.0001,12,0.042390390390390394,True,1,1000,2.2995295295295297,4,0.17138515108691385,0.3863661274818303,0.04859265117123463
1000,50,25.0,0.1,100000,0.0001,13,0.0415995995995996,True,1,1000,2.3075975975975975,4,0.16763100968732816,0.3882951134267395,0.05379333387926654
1000,50,25.0,0.1,100000,0.0001,14,0.04132732732732733,True,1,1000,2.318194194194194,4,0.17104304062184758,0.3587979020628348,0.07439416516411707
1000,50,25.0,0.1,100000,0.0001,15,0.041031031031031034,True,1,1000,2.3183843843843843,4,0.1689868738121571,0.3721911811715899,0.05222251265257531
1000,50,25.0,0.1,100000,0.0001,16,0.042196196196196196,True,1,1000,2.3043963963963963,4,0.17352907388570288,0.36798242307480644,0.05386904223292074
1000,50,25.0,0.1,100000,0.0001,17,0.04147347347347347,True,1,1000,2.313733733733734,4,0.17058801423846368,0.37786352532791967,0.067335571874841
1000,50,25.0,0.1,100000,0.0001,18,0.04184784784784785,True,1,1000,2.30603003003003,4,0.16791553091754782,0.3781809693066098,0.05303661922587358
1000,50,25.0,0.1,100000,0.0001,19,0.04137337337337337,True,1,1000,2.314016016016016,4,0.17110934693394392,0.38978303346336285,0.04565056599888367
1000,50,25.0,0.1,100000,0.0001,20,0.04212612612612612,True,1,1000,2.306942942942943,4,0.1725057105176326,0.3523760206536656,0.059186370167726585
1000,50,25.0,0.1,100000,0.0001,21,0.04193393393393394,True,1,1000,2.3065725725725725,4,0.17031310622902168,0.3620761289033125,0.08717373024119755
1000,50,25.0,0.1,100000,0.0001,22,0.04267867867867868,True,1,1000,2.297231231231231,4,0.17119066565146335,0.39258875717393305,0.07010227651593755
1000,50,25.0,0.1,100000,0.0001,23,0.04251451451451452,True,1,1000,2.300398398398398,4,0.17118295569069544,0.3617796639251961,0.06480823413818097
1000,50,25.0,0.1,100000,0.0001,24,0.04181781781781782,True,1,1000,2.3131791791791794,4,0.1708628774328074,0.3933425940428066,0.06251376572276243
1000,50,25.0,0.1,100000,0.0001,25,0.04161761761761762,True,1,1000,2.303975975975976,4,0.1636441286604801,0.3656102174386882,0.07043676652485446
1000,50,25.0,0.1,100000,0.0001,26,0.04241841841841842,True,1,1000,2.297935935935936,4,0.17123338627319434,0.38583523252499835,0.06444778131671262
1000,50,25.0,0.1,100000,0.0001,27,0.042046046046046046,True,1,1000,2.3046586586586586,4,0.16851821267531927,0.3884658408514855,0.05695516006764121
1000,50,25.0,0.1,100000,0.0001,28,0.042516516516516514,True,1,1000,2.298142142142142,4,0.17298189432216315,0.34376932529873844,0.05908191900602882
